run_id,config_hash,source_hash,dataset,task,model,model_family,seed,split,num_threads,run_dir,job_config
atlas_het__node_classification__graphatlas_min_distortion__split0__seed2__a7fe16313bc8,a7fe16313bc8,0e672c999c335af7,atlas_het,node_classification,graphatlas_min_distortion,graphatlas_min_distortion,2,0,1,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-2\config-a7fe1631,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-2\config-a7fe1631\job_config.yaml
atlas_het__node_classification__graphatlas_min_distortion__split0__seed3__e070381bd5cc,e070381bd5cc,0e672c999c335af7,atlas_het,node_classification,graphatlas_min_distortion,graphatlas_min_distortion,3,0,1,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-3\config-e070381b,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-3\config-e070381b\job_config.yaml
atlas_het__node_classification__graphatlas_min_distortion__split0__seed4__4649e292e20f,4649e292e20f,0e672c999c335af7,atlas_het,node_classification,graphatlas_min_distortion,graphatlas_min_distortion,4,0,1,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-4\config-4649e292,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-4\config-4649e292\job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed0__9e2b606a964c,9e2b606a964c,0e672c999c335af7,atlas_het,node_classification,graphatlas_no_transport,graphatlas_no_transport,0,0,1,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-0\config-9e2b606a,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-0\config-9e2b606a\job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed1__3caa20b3855e,3caa20b3855e,0e672c999c335af7,atlas_het,node_classification,graphatlas_no_transport,graphatlas_no_transport,1,0,1,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-1\config-3caa20b3,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-1\config-3caa20b3\job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed2__330a51716468,330a51716468,0e672c999c335af7,atlas_het,node_classification,graphatlas_no_transport,graphatlas_no_transport,2,0,1,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-2\config-330a5171,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-2\config-330a5171\job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed3__0ce57053830c,0ce57053830c,0e672c999c335af7,atlas_het,node_classification,graphatlas_no_transport,graphatlas_no_transport,3,0,1,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-3\config-0ce57053,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-3\config-0ce57053\job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed4__00a4c7fba4a9,00a4c7fba4a9,0e672c999c335af7,atlas_het,node_classification,graphatlas_no_transport,graphatlas_no_transport,4,0,1,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-4\config-00a4c7fb,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-4\config-00a4c7fb\job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed0__e4017020f22e,e4017020f22e,0e672c999c335af7,atlas_het,node_classification,graphatlas_free_transition,graphatlas_free_transition,0,0,1,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-0\config-e4017020,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-0\config-e4017020\job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed1__c5b8aea58ae8,c5b8aea58ae8,0e672c999c335af7,atlas_het,node_classification,graphatlas_free_transition,graphatlas_free_transition,1,0,1,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-1\config-c5b8aea5,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-1\config-c5b8aea5\job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed2__e02c06109656,e02c06109656,0e672c999c335af7,atlas_het,node_classification,graphatlas_free_transition,graphatlas_free_transition,2,0,1,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-2\config-e02c0610,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-2\config-e02c0610\job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed3__2c32033c923d,2c32033c923d,0e672c999c335af7,atlas_het,node_classification,graphatlas_free_transition,graphatlas_free_transition,3,0,1,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-3\config-2c32033c,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-3\config-2c32033c\job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed4__633bc5f98b56,633bc5f98b56,0e672c999c335af7,atlas_het,node_classification,graphatlas_free_transition,graphatlas_free_transition,4,0,1,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-4\config-633bc5f9,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-4\config-633bc5f9\job_config.yaml
atlas_het__node_classification__graphatlas_membership_only__split0__seed0__7dc69fcc3303,7dc69fcc3303,0e672c999c335af7,atlas_het,node_classification,graphatlas_membership_only,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-0\config-7dc69fcc,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-0\config-7dc69fcc\job_config.yaml
atlas_het__node_classification__graphatlas_membership_only__split0__seed1__49a6ae4b27f1,49a6ae4b27f1,0e672c999c335af7,atlas_het,node_classification,graphatlas_membership_only,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-1\config-49a6ae4b,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-1\config-49a6ae4b\job_config.yaml
atlas_het__node_classification__graphatlas_membership_only__split0__seed2__4ab7dc20daf6,4ab7dc20daf6,0e672c999c335af7,atlas_het,node_classification,graphatlas_membership_only,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-2\config-4ab7dc20,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-2\config-4ab7dc20\job_config.yaml
atlas_het__node_classification__graphatlas_membership_only__split0__seed3__be78083d2096,be78083d2096,0e672c999c335af7,atlas_het,node_classification,graphatlas_membership_only,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-3\config-be78083d,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-3\config-be78083d\job_config.yaml
atlas_het__node_classification__graphatlas_membership_only__split0__seed4__d69fadcfd4be,d69fadcfd4be,0e672c999c335af7,atlas_het,node_classification,graphatlas_membership_only,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-4\config-d69fadcf,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-4\config-d69fadcf\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_source__split0__seed0__b414e2c54dd7,b414e2c54dd7,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_source,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-0\config-b414e2c5,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-0\config-b414e2c5\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_source__split0__seed1__fc27c8209457,fc27c8209457,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_source,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-1\config-fc27c820,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-1\config-fc27c820\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_source__split0__seed2__61f107e149e4,61f107e149e4,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_source,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-2\config-61f107e1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-2\config-61f107e1\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_source__split0__seed3__b10145d31a57,b10145d31a57,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_source,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-3\config-b10145d3,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-3\config-b10145d3\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_source__split0__seed4__bca1c177b520,bca1c177b520,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_source,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-4\config-bca1c177,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_source\split-0\seed-4\config-bca1c177\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_edge__split0__seed0__c031a454a430,c031a454a430,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_edge,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-0\config-c031a454,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-0\config-c031a454\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_edge__split0__seed1__b570f86ebdf9,b570f86ebdf9,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_edge,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-1\config-b570f86e,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-1\config-b570f86e\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_edge__split0__seed2__f870372df06a,f870372df06a,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_edge,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-2\config-f870372d,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-2\config-f870372d\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_edge__split0__seed3__17451b7a9ae4,17451b7a9ae4,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_edge,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-3\config-17451b7a,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-3\config-17451b7a\job_config.yaml
atlas_het__node_classification__graphatlas_q_shuffle_edge__split0__seed4__60937d57a154,60937d57a154,0e672c999c335af7,atlas_het,node_classification,graphatlas_q_shuffle_edge,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-4\config-60937d57,outputs\.work\runs\atlas_het\graphatlas_q_shuffle_edge\split-0\seed-4\config-60937d57\job_config.yaml
atlas_het__node_classification__graphatlas_random_routing__split0__seed0__c5718b66b37c,c5718b66b37c,0e672c999c335af7,atlas_het,node_classification,graphatlas_random_routing,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-0\config-c5718b66,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-0\config-c5718b66\job_config.yaml
atlas_het__node_classification__graphatlas_random_routing__split0__seed1__2a026ba3c5cd,2a026ba3c5cd,0e672c999c335af7,atlas_het,node_classification,graphatlas_random_routing,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-1\config-2a026ba3,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-1\config-2a026ba3\job_config.yaml
atlas_het__node_classification__graphatlas_random_routing__split0__seed2__b972861621d8,b972861621d8,0e672c999c335af7,atlas_het,node_classification,graphatlas_random_routing,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-2\config-b9728616,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-2\config-b9728616\job_config.yaml
atlas_het__node_classification__graphatlas_random_routing__split0__seed3__bf9cbb213727,bf9cbb213727,0e672c999c335af7,atlas_het,node_classification,graphatlas_random_routing,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-3\config-bf9cbb21,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-3\config-bf9cbb21\job_config.yaml
atlas_het__node_classification__graphatlas_random_routing__split0__seed4__88e18296f9ff,88e18296f9ff,0e672c999c335af7,atlas_het,node_classification,graphatlas_random_routing,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-4\config-88e18296,outputs\.work\runs\atlas_het\graphatlas_random_routing\split-0\seed-4\config-88e18296\job_config.yaml
atlas_het__node_classification__graphatlas_beta_zero__split0__seed0__5f71ce4c0f76,5f71ce4c0f76,0e672c999c335af7,atlas_het,node_classification,graphatlas_beta_zero,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-0\config-5f71ce4c,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-0\config-5f71ce4c\job_config.yaml
atlas_het__node_classification__graphatlas_beta_zero__split0__seed1__2e1763e85532,2e1763e85532,0e672c999c335af7,atlas_het,node_classification,graphatlas_beta_zero,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-1\config-2e1763e8,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-1\config-2e1763e8\job_config.yaml
atlas_het__node_classification__graphatlas_beta_zero__split0__seed2__a682315670fe,a682315670fe,0e672c999c335af7,atlas_het,node_classification,graphatlas_beta_zero,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-2\config-a6823156,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-2\config-a6823156\job_config.yaml
atlas_het__node_classification__graphatlas_beta_zero__split0__seed3__def8bf3ee78e,def8bf3ee78e,0e672c999c335af7,atlas_het,node_classification,graphatlas_beta_zero,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-3\config-def8bf3e,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-3\config-def8bf3e\job_config.yaml
atlas_het__node_classification__graphatlas_beta_zero__split0__seed4__8306a4f74e1d,8306a4f74e1d,0e672c999c335af7,atlas_het,node_classification,graphatlas_beta_zero,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-4\config-8306a4f7,outputs\.work\runs\atlas_het\graphatlas_beta_zero\split-0\seed-4\config-8306a4f7\job_config.yaml
atlas_het__node_classification__graphatlas_c_oracle__split0__seed0__873683e8cb4e,873683e8cb4e,0e672c999c335af7,atlas_het,node_classification,graphatlas_c_oracle,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-0\config-873683e8,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-0\config-873683e8\job_config.yaml
atlas_het__node_classification__graphatlas_c_oracle__split0__seed1__a704243c592a,a704243c592a,0e672c999c335af7,atlas_het,node_classification,graphatlas_c_oracle,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-1\config-a704243c,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-1\config-a704243c\job_config.yaml
atlas_het__node_classification__graphatlas_c_oracle__split0__seed2__f50a18eb12e6,f50a18eb12e6,0e672c999c335af7,atlas_het,node_classification,graphatlas_c_oracle,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-2\config-f50a18eb,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-2\config-f50a18eb\job_config.yaml
atlas_het__node_classification__graphatlas_c_oracle__split0__seed3__0e0c12fe7eb1,0e0c12fe7eb1,0e672c999c335af7,atlas_het,node_classification,graphatlas_c_oracle,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-3\config-0e0c12fe,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-3\config-0e0c12fe\job_config.yaml
atlas_het__node_classification__graphatlas_c_oracle__split0__seed4__88de196c8091,88de196c8091,0e672c999c335af7,atlas_het,node_classification,graphatlas_c_oracle,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-4\config-88de196c,outputs\.work\runs\atlas_het\graphatlas_c_oracle\split-0\seed-4\config-88de196c\job_config.yaml
atlas_het__node_classification__graphatlas_c__split0__seed0__d57ecddcbf03,d57ecddcbf03,0e672c999c335af7,atlas_het,node_classification,graphatlas_c,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-0\config-d57ecddc,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-0\config-d57ecddc\job_config.yaml
atlas_het__node_classification__graphatlas_c__split0__seed1__74d6c4c7824a,74d6c4c7824a,0e672c999c335af7,atlas_het,node_classification,graphatlas_c,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-1\config-74d6c4c7,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-1\config-74d6c4c7\job_config.yaml
atlas_het__node_classification__graphatlas_c__split0__seed2__d12603afc027,d12603afc027,0e672c999c335af7,atlas_het,node_classification,graphatlas_c,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-2\config-d12603af,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-2\config-d12603af\job_config.yaml
atlas_het__node_classification__graphatlas_c__split0__seed3__ebad3e061184,ebad3e061184,0e672c999c335af7,atlas_het,node_classification,graphatlas_c,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-3\config-ebad3e06,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-3\config-ebad3e06\job_config.yaml
atlas_het__node_classification__graphatlas_c__split0__seed4__1f6efe0a00c6,1f6efe0a00c6,0e672c999c335af7,atlas_het,node_classification,graphatlas_c,graphatlas_certified,4,0,1,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-4\config-1f6efe0a,outputs\.work\runs\atlas_het\graphatlas_c\split-0\seed-4\config-1f6efe0a\job_config.yaml
atlas_het__node_classification__graphatlas_original__split0__seed0__2cb2c5ea732a,2cb2c5ea732a,0e672c999c335af7,atlas_het,node_classification,graphatlas_original,graphatlas,0,0,1,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-0\config-2cb2c5ea,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-0\config-2cb2c5ea\job_config.yaml
atlas_het__node_classification__graphatlas_original__split0__seed1__39fcc876f33e,39fcc876f33e,0e672c999c335af7,atlas_het,node_classification,graphatlas_original,graphatlas,1,0,1,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-1\config-39fcc876,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-1\config-39fcc876\job_config.yaml
atlas_het__node_classification__graphatlas_original__split0__seed2__e05474e8fdf9,e05474e8fdf9,0e672c999c335af7,atlas_het,node_classification,graphatlas_original,graphatlas,2,0,1,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-2\config-e05474e8,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-2\config-e05474e8\job_config.yaml
atlas_het__node_classification__graphatlas_original__split0__seed3__39c7abed9b93,39c7abed9b93,0e672c999c335af7,atlas_het,node_classification,graphatlas_original,graphatlas,3,0,1,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-3\config-39c7abed,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-3\config-39c7abed\job_config.yaml
atlas_het__node_classification__graphatlas_original__split0__seed4__009d04c9454c,009d04c9454c,0e672c999c335af7,atlas_het,node_classification,graphatlas_original,graphatlas,4,0,1,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-4\config-009d04c9,outputs\.work\runs\atlas_het\graphatlas_original\split-0\seed-4\config-009d04c9\job_config.yaml
atlas_het__node_classification__graphatlas_min_distortion__split0__seed0__d41740cd6b00,d41740cd6b00,0e672c999c335af7,atlas_het,node_classification,graphatlas_min_distortion,graphatlas_min_distortion,0,0,1,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-0\config-d41740cd,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-0\config-d41740cd\job_config.yaml
atlas_het__node_classification__graphatlas_min_distortion__split0__seed1__e4dc31febe60,e4dc31febe60,0e672c999c335af7,atlas_het,node_classification,graphatlas_min_distortion,graphatlas_min_distortion,1,0,1,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-1\config-e4dc31fe,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-1\config-e4dc31fe\job_config.yaml
atlas_het__node_classification__graphatlas_min_distortion__split0__seed2__56d89e32be5e,56d89e32be5e,0e672c999c335af7,atlas_het,node_classification,graphatlas_min_distortion,graphatlas_min_distortion,2,0,1,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-2\config-56d89e32,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-2\config-56d89e32\job_config.yaml
atlas_het__node_classification__graphatlas_min_distortion__split0__seed3__8439471396bf,8439471396bf,0e672c999c335af7,atlas_het,node_classification,graphatlas_min_distortion,graphatlas_min_distortion,3,0,1,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-3\config-84394713,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-3\config-84394713\job_config.yaml
atlas_het__node_classification__graphatlas_min_distortion__split0__seed4__0bbce7a1ead1,0bbce7a1ead1,0e672c999c335af7,atlas_het,node_classification,graphatlas_min_distortion,graphatlas_min_distortion,4,0,1,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-4\config-0bbce7a1,outputs\.work\runs\atlas_het\graphatlas_min_distortion\split-0\seed-4\config-0bbce7a1\job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed0__c0edea285051,c0edea285051,0e672c999c335af7,atlas_het,node_classification,graphatlas_no_transport,graphatlas_no_transport,0,0,1,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-0\config-c0edea28,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-0\config-c0edea28\job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed1__9e14add33496,9e14add33496,0e672c999c335af7,atlas_het,node_classification,graphatlas_no_transport,graphatlas_no_transport,1,0,1,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-1\config-9e14add3,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-1\config-9e14add3\job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed2__e71f6bfb0d49,e71f6bfb0d49,0e672c999c335af7,atlas_het,node_classification,graphatlas_no_transport,graphatlas_no_transport,2,0,1,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-2\config-e71f6bfb,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-2\config-e71f6bfb\job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed3__11de5063810b,11de5063810b,0e672c999c335af7,atlas_het,node_classification,graphatlas_no_transport,graphatlas_no_transport,3,0,1,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-3\config-11de5063,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-3\config-11de5063\job_config.yaml
atlas_het__node_classification__graphatlas_no_transport__split0__seed4__129c981925ff,129c981925ff,0e672c999c335af7,atlas_het,node_classification,graphatlas_no_transport,graphatlas_no_transport,4,0,1,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-4\config-129c9819,outputs\.work\runs\atlas_het\graphatlas_no_transport\split-0\seed-4\config-129c9819\job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed0__9805e72180f5,9805e72180f5,0e672c999c335af7,atlas_het,node_classification,graphatlas_free_transition,graphatlas_free_transition,0,0,1,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-0\config-9805e721,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-0\config-9805e721\job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed1__5110b8b220a2,5110b8b220a2,0e672c999c335af7,atlas_het,node_classification,graphatlas_free_transition,graphatlas_free_transition,1,0,1,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-1\config-5110b8b2,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-1\config-5110b8b2\job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed2__ace0efc72a09,ace0efc72a09,0e672c999c335af7,atlas_het,node_classification,graphatlas_free_transition,graphatlas_free_transition,2,0,1,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-2\config-ace0efc7,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-2\config-ace0efc7\job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed3__bcc571b37a47,bcc571b37a47,0e672c999c335af7,atlas_het,node_classification,graphatlas_free_transition,graphatlas_free_transition,3,0,1,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-3\config-bcc571b3,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-3\config-bcc571b3\job_config.yaml
atlas_het__node_classification__graphatlas_free_transition__split0__seed4__cff3a162b3ac,cff3a162b3ac,0e672c999c335af7,atlas_het,node_classification,graphatlas_free_transition,graphatlas_free_transition,4,0,1,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-4\config-cff3a162,outputs\.work\runs\atlas_het\graphatlas_free_transition\split-0\seed-4\config-cff3a162\job_config.yaml
atlas_het__node_classification__graphatlas_membership_only__split0__seed0__96bdf5e94364,96bdf5e94364,0e672c999c335af7,atlas_het,node_classification,graphatlas_membership_only,graphatlas_certified,0,0,1,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-0\config-96bdf5e9,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-0\config-96bdf5e9\job_config.yaml
atlas_het__node_classification__graphatlas_membership_only__split0__seed1__4e24f1bb39e7,4e24f1bb39e7,0e672c999c335af7,atlas_het,node_classification,graphatlas_membership_only,graphatlas_certified,1,0,1,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-1\config-4e24f1bb,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-1\config-4e24f1bb\job_config.yaml
atlas_het__node_classification__graphatlas_membership_only__split0__seed2__7d18c7bc9bd6,7d18c7bc9bd6,0e672c999c335af7,atlas_het,node_classification,graphatlas_membership_only,graphatlas_certified,2,0,1,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-2\config-7d18c7bc,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-2\config-7d18c7bc\job_config.yaml
atlas_het__node_classification__graphatlas_membership_only__split0__seed3__8b58eaa3d8e4,8b58eaa3d8e4,0e672c999c335af7,atlas_het,node_classification,graphatlas_membership_only,graphatlas_certified,3,0,1,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-3\config-8b58eaa3,outputs\.work\runs\atlas_het\graphatlas_membership_only\split-0\seed-3\config-8b58eaa3\job_config.yaml
